s1__E_L1,s1__E_L2,s1__E_L3,s1__E_L4,s1__E_L5,s1__RMS_L1,s1__RMS_L2,s1__RMS_L3,s1__RMS_L4,s1__RMS_L5,s1__STD_L1,s1__STD_L2,s1__STD_L3,s1__STD_L4,s1__STD_L5,s1__MAXABS_L1,s1__MAXABS_L2,s1__MAXABS_L3,s1__MAXABS_L4,s1__MAXABS_L5,s1__KURT_L1,s1__KURT_L2,s1__KURT_L3,s1__KURT_L4,s1__KURT_L5,s1__H_abs_L1,s1__H_abs_L2,s1__H_abs_L3,s1__H_abs_L4,s1__H_abs_L5,s2__E_L1,s2__E_L2,s2__E_L3,s2__E_L4,s2__E_L5,s2__RMS_L1,s2__RMS_L2,s2__RMS_L3,s2__RMS_L4,s2__RMS_L5,s2__STD_L1,s2__STD_L2,s2__STD_L3,s2__STD_L4,s2__STD_L5,s2__MAXABS_L1,s2__MAXABS_L2,s2__MAXABS_L3,s2__MAXABS_L4,s2__MAXABS_L5,s2__KURT_L1,s2__KURT_L2,s2__KURT_L3,s2__KURT_L4,s2__KURT_L5,s2__H_abs_L1,s2__H_abs_L2,s2__H_abs_L3,s2__H_abs_L4,s2__H_abs_L5
1.120439327088712,0.7103662775244883,0.331937992060807,0.21700358847944984,0.19116398988654604,0.09248227918098284,0.10146508484392003,0.093462347056928,0.09931666263189994,0.11685277363495425,0.0922807459722502,0.1003016579360027,0.09342920410277838,0.09839401910651889,0.11683715052298257,0.26813280954572044,0.2711996643521846,0.2010215684187076,0.2621352847980148,0.20723006565634897,2.9296757568277054,3.4159928890712123,2.6151316208203936,4.113590036183136,2.7102553953040975,4.586557480428221,3.888374548871398,3.409346397427217,2.645313433609619,2.223501569257142,1.1833022514332092,0.6382184061930976,0.30818485006346713,0.21102792976734291,0.5756345185559824,0.09504126269149607,0.09617453986757901,0.09005624705287876,0.09793966829527408,0.20277265921575155,0.09212246192302262,0.09555499285438962,0.08952161102414007,0.09781047179112783,0.20160330187867687,0.292496481934025,0.2679991771194064,0.21863508167687368,0.21640308313100848,0.37305302932538037,3.018381438606375,3.3079906966017685,3.881804347036253,3.105362039138988,2.168264691475337,4.595513881339684,3.9323753735831275,3.2508319106041172,2.706483032603405,2.2535605029211006
1.3492447616989844,0.6750810047918832,0.36323653177352616,0.19463202796793322,0.27730832635695096,0.10148683822831428,0.09891300560666041,0.09776940267437109,0.0940580159379241,0.1407399644625686,0.10135018969409429,0.09850049294490285,0.09774838706389716,0.0937415164851072,0.13837387388100256,0.2679971164287782,0.2929939710038006,0.2957449664109476,0.2522200357477974,0.2887575614483109,2.5682314431419067,2.992002669432976,3.626927213080657,4.264530493557011,2.901194720278904,4.611502165018466,3.990095499005183,3.407630951443511,2.651179329493502,2.272167241610751,1.5575878605730944,0.7703756008117125,0.2968637077766789,0.23980211260743597,0.4617727965532215,0.10904120170145276,0.10566391900682036,0.08838666662018878,0.10440352497694091,0.18161434740232657,0.10876428415310375,0.10525852082904393,0.08828238335496276,0.10437756654929214,0.18158440185800415,0.2767312924193526,0.2710230204596346,0.23044169540362347,0.21385666131054057,0.3169916465002876,2.549166700126597,3.5410366857918847,2.9057612863713245,3.0969856873961037,1.9855669981420012,4.6335894103868736,3.912301395731756,3.4163339296642588,2.783634471502872,2.4195415843348913
1.401461216799222,0.7318695301227167,0.605148269974727,0.155803222066132,0.24559395346331095,0.1034319932490667,0.10298934306221784,0.12619411425664484,0.08415440950639269,0.13244782084798282,0.10071730407276215,0.10296290273430905,0.12512754592114209,0.07946346294224403,0.1311020432922127,0.3382918359119577,0.28179834493997463,0.29422332122852846,0.19908998310286705,0.21256997046812717,3.883712814283092,3.1087495178197075,2.2280077243780707,3.533275193948586,2.4506222725330677,4.551421784656258,3.919057118222383,3.4838497598580194,2.8252240165404787,2.376054276800895,1.3422090178357382,0.823381421294516,0.5209774512335211,0.1760554847436209,0.5046739129855791,0.10122188678916387,0.10923856497012452,0.1170894227810434,0.08945681658655728,0.18986346842356766,0.10115381873979125,0.10687533112631663,0.11417712942624159,0.08910068645255866,0.189430644999146,0.2558234567024285,0.2985500261023722,0.27756297129049284,0.1896389831065731,0.3971106718731564,2.968066879447459,3.583517659247656,3.4023152977052136,2.566738685145612,2.9579582732285843,4.58880381045002,3.8892407062122816,3.3512752125105054,2.809922982373641,2.3287275331015285
1.1455267156186455,0.794252045158336,0.27331462290005754,0.15123867035029284,0.13567910175783437,0.09351191766390261,0.10728885871884962,0.08480854954730274,0.08291251422989417,0.09844472769668208,0.09297759380166123,0.10728865161215621,0.08473428114423912,0.07931985654028403,0.09802621333047516,0.24510715295648602,0.35089873386958426,0.23404853468389997,0.18886953369384493,0.2119388823291266,3.415789410130972,3.8705191932076453,3.5311728280695243,2.926908831378218,3.567372778134593,4.555037280189647,3.9588248979358185,3.2578492414822358,2.7644613462310406,2.1856889250458367,1.110845881091463,0.6854652199104398,0.3809026095245445,0.13690274132987604,0.5852490929005967,0.0920855013034979,0.09967085105198342,0.1001186939698319,0.0788850548496401,0.2044590585808242,0.09208408078877653,0.09959427715009443,0.09944063373269055,0.07813980219518395,0.20428954731639115,0.24193339046122722,0.22499817321650317,0.2082972921103677,0.2109538599072083,0.38078243158340924,3.005011360656423,2.657471014142554,2.3296371169231778,4.050582443254674,2.249691849647781,4.571443210967992,3.955081613870791,3.4464110561661867,2.7749225102794144,2.3766210811821455
1.3470409318781313,0.5857017690752917,0.4893796866650854,0.22690789100122366,0.11844265395364383,0.10140392105425004,0.09213268386340318,0.11348309480700608,0.10155784088641391,0.09197928879980219,0.10135559392495833,0.09205045826614003,0.10767890744156819,0.10136556421480447,0.08811865619520638,0.321337965453268,0.2613342882997884,0.27914469666796643,0.23896298290134174,0.20095305266607744,2.9926481687025217,3.091331295298765,3.222741565700877,3.6143942905551176,2.285676925541179,4.606565979477464,3.9557501899301544,3.364870418419316,2.7239066378245047,2.315983005760572,1.4027766441654317,0.9265548949740187,0.2188896011269899,0.235026569674379,0.38020322944962054,0.10348052308406344,0.11588067919725731,0.07589632837783773,0.10335872432596076,0.1647949438912364,0.10258228656352612,0.11540323262105787,0.07588906955540965,0.10335149568188133,0.16227774124451924,0.2853296218534277,0.2706380384987628,0.16583350240551603,0.2868931947388124,0.3727617958789019,2.8037374252447504,2.775941469136441,2.3329455933927044,5.026861174850955,3.4586351495439427,4.6097890362636935,3.946207765862048,3.433761302203946,2.6083576558533044,2.2556553865622138
1.2971130599364296,0.7397800642255715,0.4810472134191715,0.24285907129633422,0.21550080668738095,0.09950691640146664,0.10354443590153796,0.11251283124711313,0.10506687725105338,0.12406818594379605,0.09913792930555448,0.10353855377865546,0.11249706809453316,0.10320357396659724,0.12123295204462574,0.25817039640485473,0.27485855009022336,0.32821361418287326,0.1987628959948346,0.26199200557149405,2.651621808335035,3.2024508072151927,4.043629640658937,2.259029013965378,3.1862433733409836,4.64625722266617,3.9310898327954447,3.3326847776668056,2.8446774456224113,2.323402448157846,1.3579084024445933,0.6254263861363853,0.34768420899854385,0.07227854164817035,0.30547061491199673,0.10181214562005976,0.09520583240388023,0.09565346019528044,0.05731830647127509,0.14771367450771508,0.10177479643201841,0.09509243232874501,0.094946716538254,0.0560495671043836,0.14760494503301155,0.31874828872888233,0.20926022109630207,0.17946699327312143,0.1380714325560798,0.27769676719281977,3.8459208810557124,2.086562281666171,2.1269466791272387,2.889812283605808,2.268622192800894,4.529317273147344,4.04411187648308,3.402459974673579,2.7706675250015955,2.342029949879403
1.3723798779321923,0.7054743934041132,0.3908518163431249,0.1626925919162487,0.22755430514122219,0.10235322307720233,0.10111511544311318,0.10141781951064004,0.08599487086085392,0.12749070138115456,0.10204012282638107,0.10104515595368821,0.10140692240194082,0.08035923950551573,0.12726987216063987,0.2368538103439651,0.2869046912607494,0.24115752509320135,0.2849467313743595,0.24841761140444255,2.606260907509939,3.3767747299857978,2.6565698043349406,6.089368726522856,3.1900218696153164,4.584317013313807,3.9507673862976946,3.3762816371794866,2.689644496602672,2.2916326081659713,1.4146897101032503,0.5414626285177694,0.33207160221508386,0.2315885867983934,0.21989348990210839,0.10391899774531711,0.08858489979263973,0.09348115518157205,0.10259997049405774,0.12532628555155778,0.10365797472126492,0.08851595068677218,0.09336814728303662,0.09786334771703213,0.12420776086567609,0.31371228182132044,0.279871846537397,0.22259992219539565,0.29172746298520424,0.3812510106760138,3.006537738535412,3.870925705798343,2.938787520712981,4.680912436196739,7.623580663330839,4.5821533456322605,3.9168559496963913,3.3229215516370956,2.6119081009269545,2.0831325945121786
1.2208856755609934,0.7295738602163113,0.4083515879360601,0.10167170813122536,0.43029804746128636,0.09653879003479186,0.10282769182488488,0.1036633706733965,0.06798118326928461,0.17531564339403177,0.09652328562442188,0.10217037120096488,0.10362234244426421,0.06502465003684804,0.17476725817579605,0.2608777144978735,0.2698495010103854,0.29926689463553685,0.13255899239193464,0.416661781427897,2.971017425014935,2.812789860693942,4.820128108474669,2.7608732691361353,4.349422564996539,4.5664431702751935,3.9783714837593775,3.267900459966221,2.792982268283391,2.1852303558233643,1.2237011288536856,0.6060493823204419,0.3388026024874865,0.21224472472518108,0.5423552436571379,0.09665003875451633,0.09371939170446893,0.09442382093622886,0.09822162433755731,0.19682393213535834,0.0963685018654347,0.0937191037359063,0.09440217160428961,0.09810174676435107,0.19671664015018728,0.3341132487621346,0.1801515071638041,0.3083575382904428,0.19818332125516022,0.30315600811350113,4.18403023750366,2.133065427550772,4.690998766303798,2.516360089059116,1.7256777146764215,4.553167516676597,3.974915859843139,3.234532511587495,2.8825899812181435,2.392246740027068
1.130147190836879,0.6371306568315159,0.418876471404634,0.19504370134480606,0.13290119202855605,0.09288206389097914,0.09609254724087275,0.10499078548598469,0.09415743618217456,0.09743173142130855,0.09285859720313795,0.09450401755439433,0.10392559739906504,0.0940098841745516,0.09732387731355416,0.3066745780858973,0.23103398842335124,0.2670156162570379,0.254559471225859,0.21638757892956229,3.691982571800815,2.569708154489719,2.8542943277916377,5.06169228051868,4.446837483817687,4.579485171080253,3.938928867493206,3.411282163623811,2.554311553153486,2.0311616016686243,1.0839201037450201,0.815543514059784,0.37025387612286204,0.31195829324052543,0.6439852101539552,0.0909626256504789,0.10871739151698655,0.09870928556050232,0.11907947942455864,0.21447364309496253,0.09087075557291817,0.1082489548985866,0.0985569474701892,0.116854395668214,0.21367213045732494,0.24322115558424703,0.21915648466306703,0.3024825923931473,0.2880244506354592,0.36333687138282733,2.992722796329899,2.2899252128469056,3.8544936778263006,3.7074200463972256,2.0996136727250763,4.5790044792181375,3.9865780790250334,3.292646302034597,2.74452994464345,2.353802178825522
1.2862308424611812,0.699851905828817,0.4695588836060146,0.1599603174180765,0.16578209129109417,0.09908862724511826,0.10071137594083351,0.11116120153396179,0.08526971044282652,0.10881901464984817,0.09902586605677148,0.09805254067613636,0.11114427174864917,0.08486042171200703,0.10838560135032228,0.3063587654975572,0.2916434617964636,0.25316196949727754,0.24291066825976462,0.23765603573257466,3.9327796974865374,4.143178593977487,2.813805583102509,5.250371174979138,3.467265779448422,4.4889632760141005,3.862828254435359,3.377411349086913,2.732620929317226,2.193893291077867,1.2337831717099013,0.8629625044140926,0.35732715935445847,0.2024794499545369,0.5773880058921232,0.09704737065195153,0.11183337141713595,0.09697085283115509,0.09593545414271962,0.20308126555855896,0.09702553757345622,0.11158954978098103,0.0960107140891144,0.09461627408820614,0.20055367492518214,0.2227755522585032,0.3104299317987736,0.1985654240554017,0.18989754962623207,0.39123177802449305,2.5280239575743617,2.7479010675091717,2.276068190411582,2.839042873205435,2.471241496344246,4.603331992952527,3.9915356749053625,3.369874649881601,2.794918067864485,2.3073585872647695
